Filippino Word,English Word,Pronunciation,Example Context,Example English,Survival,Difficulty Level,Icon,Audio Link,Real Audio
Coal,Coal,Kohl,Nasa kusina ang coal.,The coal is in the kitchen.,,1,🟢,https://example.com/audio/tagalog/coal.mp3,./tagalog_audio/coal.mp3
Coat,Coat,Kot,Suot ko ang coat.,I'm wearing the coat.,,1,🟢,https://example.com/audio/tagalog/coat.mp3,./tagalog_audio/coat.mp3
Coche, Car, koh-che, Bumili siya ng bagong coche., He bought a new car.,,3,🟠,https://example.com/audio/tagalog/coche.mp3,./tagalog_audio/coche.mp3
Cocktail,Cocktail,Kok-teyl,Gusto ko ng cocktail.,I want a cocktail.,,3,🟠,https://example.com/audio/tagalog/cocktail.mp3,./tagalog_audio/cocktail.mp3
Coco, Coconut, ko-ko, Gamit ang coco sa pagluluto., Coconut is used in cooking.,,1,🟢,https://example.com/audio/tagalog/coco.mp3,./tagalog_audio/coco.mp3
Coconut,Coconut,Ko-ko-nat,Nasa puno ang coconut.,The coconut is in the tree.,,3,🟠,https://example.com/audio/tagalog/coconut.mp3,./tagalog_audio/coconut.mp3
Code,Code,Kod,Ano ang code ng lock?,What's the code of the lock?,,1,🟢,https://example.com/audio/tagalog/code.mp3,./tagalog_audio/code.mp3
Coffee,Coffee,Ko-pee,Uminom ako ng coffee.,I drank coffee.,,3,🟠,https://example.com/audio/tagalog/coffee.mp3,./tagalog_audio/coffee.mp3
Coin,Coin,Koyn,Nasa bulsa ang coin ko.,The coin is in my pocket.,,1,🟢,https://example.com/audio/tagalog/coin.mp3,./tagalog_audio/coin.mp3
Cold,Cold,Kold,Malamig ang cold water.,The cold water is cold.,,1,🟢,https://example.com/audio/tagalog/cold.mp3,./tagalog_audio/cold.mp3
Colgate,Colgate (toothpaste),Kol-geyt,Gamit ko ang Colgate.,I use Colgate.,,3,🟠,https://example.com/audio/tagalog/colgate.mp3,./tagalog_audio/colgate.mp3
College,College,Ko-ledj,Nasa college ang ate ko.,My sister is in college.,,3,🟠,https://example.com/audio/tagalog/college.mp3,./tagalog_audio/college.mp3
Color,Color,Ku-lor,Ano ang color ng bag?,What's the color of the bag?,,3,🟠,https://example.com/audio/tagalog/color.mp3,./tagalog_audio/color.mp3
Column,Column,Ko-lum,Nasa dyaryo ang column.,The column is in the newspaper.,,3,🟠,https://example.com/audio/tagalog/column.mp3,./tagalog_audio/column.mp3
Comb,Comb,Kohm,Gamitin mo ang comb.,Use the comb.,,1,🟢,https://example.com/audio/tagalog/comb.mp3,./tagalog_audio/comb.mp3
Comedy,Comedy,Ko-me-dee,Nakakatawa ang comedy.,The comedy is funny.,,3,🟠,https://example.com/audio/tagalog/comedy.mp3,./tagalog_audio/comedy.mp3
Comfort,Comfort,Kum-fort,Comfort ang upuan.,The chair is comfortable.,,3,🟠,https://example.com/audio/tagalog/comfort.mp3,./tagalog_audio/comfort.mp3
Comic,Comic,Ko-mik,Bumili ako ng comic.,I bought a comic.,,3,🟠,https://example.com/audio/tagalog/comic.mp3,./tagalog_audio/comic.mp3
Comida, Food, ko-mee-da, Masarap ang comida sa bahay nila., The food in their house is delicious.,,2,🟡,https://example.com/audio/tagalog/comida.mp3,./tagalog_audio/comida.mp3
Company,Company,Kum-pa-nee,Nasa company ang nanay ko.,My mom is at the company.,,3,🟠,https://example.com/audio/tagalog/company.mp3,./tagalog_audio/company.mp3
Complete,Complete,Kom-pleet,Complete na ang trabaho.,The work is complete.,,3,🟠,https://example.com/audio/tagalog/complete.mp3,./tagalog_audio/complete.mp3
Computer,Computer,Kom-pyu-ter,Nasa kwarto ang computer.,The computer is in the room.,,3,🟠,https://example.com/audio/tagalog/computer.mp3,./tagalog_audio/computer.mp3
Concert,Concert,Kon-sert,Nasa concert kami bukas.,We'll be at the concert tomorrow.,,3,🟠,https://example.com/audio/tagalog/concert.mp3,./tagalog_audio/concert.mp3
Condensed,Condensed,Kon-densd,Gusto ko ng condensed milk.,I want condensed milk.,,3,🟠,https://example.com/audio/tagalog/condensed.mp3,./tagalog_audio/condensed.mp3
Condition,Condition,Kon-di-shon,Ano ang condition ng kotse?,What's the condition of the car?,,3,🟠,https://example.com/audio/tagalog/condition.mp3,./tagalog_audio/condition.mp3
Contest,Contest,Kon-test,Sali ako sa contest.,I'll join the contest.,,3,🟠,https://example.com/audio/tagalog/contest.mp3,./tagalog_audio/contest.mp3
Contract,Contract,Kon-trakt,Pirmahan mo ang contract.,Sign the contract.,,3,🟠,https://example.com/audio/tagalog/contract.mp3,./tagalog_audio/contract.mp3
Control,Control,Kon-trol,Control mo ang TV.,Control the TV.,,3,🟠,https://example.com/audio/tagalog/control.mp3,./tagalog_audio/control.mp3
Cook,Cook,Kuk,Kumain kami ng cook na pagkain.,We ate cooked food.,,1,🟢,https://example.com/audio/tagalog/cook.mp3,./tagalog_audio/cook.mp3
Cool,Cool,Kool,Cool ang hangin ngayon.,The air is cool now.,,1,🟢,https://example.com/audio/tagalog/cool.mp3,./tagalog_audio/cool.mp3
Copy,Copy,Ko-pee,Copy mo ang sagot.,Copy the answer.,,1,🟢,https://example.com/audio/tagalog/copy.mp3,./tagalog_audio/copy.mp3
Cord,Cord,Kord,Nasa mesa ang cord.,The cord is on the table.,,1,🟢,https://example.com/audio/tagalog/cord.mp3,./tagalog_audio/cord.mp3
Cork,Cork,Kork,Gamitin mo ang cork.,Use the cork.,,1,🟢,https://example.com/audio/tagalog/cork.mp3,./tagalog_audio/cork.mp3
Corn,Corn,Korn,Kumain ako ng corn.,I ate corn.,,1,🟢,https://example.com/audio/tagalog/corn.mp3,./tagalog_audio/corn.mp3
Corner,Corner,Kor-ner,Nasa corner ang upuan.,The chair is in the corner.,,3,🟠,https://example.com/audio/tagalog/corner.mp3,./tagalog_audio/corner.mp3
Coro, Choir, ko-ro, Sumali siya sa coro sa simbahan., He joined the church choir.,,1,🟢,https://example.com/audio/tagalog/coro.mp3,./tagalog_audio/coro.mp3
Corte, Cut, kor-te, Maganda ang corte ng damit niya., The cut of her dress is beautiful.,,3,🟠,https://example.com/audio/tagalog/corte.mp3,./tagalog_audio/corte.mp3
Cost,Cost,Kost,Magkano ang cost?,How much is the cost?,,1,🟢,https://example.com/audio/tagalog/cost.mp3,./tagalog_audio/cost.mp3
Costume,Costume,Kos-tyum,Suot ko ang costume.,I'm wearing the costume.,,3,🟠,https://example.com/audio/tagalog/costume.mp3,./tagalog_audio/costume.mp3
Cottage,Cottage,Ko-tidj,Nasa bukid ang cottage.,The cottage is in the field.,,3,🟠,https://example.com/audio/tagalog/cottage.mp3,./tagalog_audio/cottage.mp3
Cotton,Cotton,Ko-ton,Gawa sa cotton ang damit.,The clothes are made of cotton.,,3,🟠,https://example.com/audio/tagalog/cotton.mp3,./tagalog_audio/cotton.mp3
Couch,Couch,Kowch,Nasa sala ang couch.,The couch is in the living room.,,3,🟠,https://example.com/audio/tagalog/couch.mp3,./tagalog_audio/couch.mp3
Count,Count,Kownt,Count mo ang pera.,Count the money.,,3,🟠,https://example.com/audio/tagalog/count.mp3,./tagalog_audio/count.mp3
Coupon,Coupon,Koo-pon,Meron akong coupon.,I have a coupon.,,3,🟠,https://example.com/audio/tagalog/coupon.mp3,./tagalog_audio/coupon.mp3
Course,Course,Kors,Ano ang course mo?,What's your course?,,3,🟠,https://example.com/audio/tagalog/course.mp3,./tagalog_audio/course.mp3
Court,Court,Kort,Nasa court ang laro.,The game is in the court.,,3,🟠,https://example.com/audio/tagalog/court.mp3,./tagalog_audio/court.mp3
Cover,Cover,Ku-ver,Cover mo ang libro.,Cover the book.,,3,🟠,https://example.com/audio/tagalog/cover.mp3,./tagalog_audio/cover.mp3
Cow,Cow,Kaw,Nasa bukid ang cow.,The cow is in the field.,,1,🟢,https://example.com/audio/tagalog/cow.mp3,./tagalog_audio/cow.mp3
Crab,Crab,Krab,Nasa dagat ang crab.,The crab is in the sea.,,1,🟢,https://example.com/audio/tagalog/crab.mp3,./tagalog_audio/crab.mp3
Cracker,Cracker,Kra-ker,Kumain ako ng cracker.,I ate a cracker.,,3,🟠,https://example.com/audio/tagalog/cracker.mp3,./tagalog_audio/cracker.mp3
Cream,Cream,Kreem,Lagyan mo ng cream ang cake.,Put cream on the cake.,,3,🟠,https://example.com/audio/tagalog/cream.mp3,./tagalog_audio/cream.mp3
Credit,Credit,Kre-dit,Nasa credit ang bayad.,The payment is on credit.,,3,🟠,https://example.com/audio/tagalog/credit.mp3,./tagalog_audio/credit.mp3
Crew,Crew,Kroo,Nasa barko ang crew.,The crew is on the ship.,,1,🟢,https://example.com/audio/tagalog/crew.mp3,./tagalog_audio/crew.mp3
Crime,Crime,Kraym,Walang crime dito.,There's no crime here.,,3,🟠,https://example.com/audio/tagalog/crime.mp3,./tagalog_audio/crime.mp3
Crisis,Crisis,Kray-sis,May crisis sa bayan.,There's a crisis in town.,,3,🟠,https://example.com/audio/tagalog/crisis.mp3,./tagalog_audio/crisis.mp3
Crisp,Crisp,Krisp,Crisp ang chips ko.,My chips are crisp.,,3,🟠,https://example.com/audio/tagalog/crisp.mp3,./tagalog_audio/crisp.mp3
Cross,Cross,Kros,Nasa simbahan ang cross.,The cross is in the church.,,3,🟠,https://example.com/audio/tagalog/cross.mp3,./tagalog_audio/cross.mp3
Crowd,Crowd,Krawd,Marami ang crowd sa palengke.,The crowd in the market is big.,,3,🟠,https://example.com/audio/tagalog/crowd.mp3,./tagalog_audio/crowd.mp3
Crown,Crown,Krawn,Suot niya ang crown.,She's wearing the crown.,,3,🟠,https://example.com/audio/tagalog/crown.mp3,./tagalog_audio/crown.mp3
Cruise,Cruise,Krooz,Nasa cruise kami bukas.,We'll be on a cruise tomorrow.,,3,🟠,https://example.com/audio/tagalog/cruise.mp3,./tagalog_audio/cruise.mp3
Crush,Crush,Krash,May crush ako sa kanya.,I have a crush on him.,,3,🟠,https://example.com/audio/tagalog/crush.mp3,./tagalog_audio/crush.mp3
Cruz, Cross, kruz, Nakadikit ang cruz sa pinto., The cross is attached to the door.,,1,🟢,https://example.com/audio/tagalog/cruz.mp3,./tagalog_audio/cruz.mp3
Cry,Cry,Kray,Nag-cry ang bata.,The child cried.,,1,🟢,https://example.com/audio/tagalog/cry.mp3,./tagalog_audio/cry.mp3
Crystal,Crystal,Kris-tal,Maganda ang crystal na iyan.,That crystal is beautiful.,,3,🟠,https://example.com/audio/tagalog/crystal.mp3,./tagalog_audio/crystal.mp3
Cuadro, Frame, kwa-dro, Maganda ang cuadro sa dingding., The frame on the wall is beautiful.,,3,🟠,https://example.com/audio/tagalog/cuadro.mp3,./tagalog_audio/cuadro.mp3
Cual, Which, kwal, Cual ang gusto mong bilhin?, Which one do you want to buy?,,1,🟢,https://example.com/audio/tagalog/cual.mp3,./tagalog_audio/cual.mp3
Cube,Cube,Kyub,Gawa sa ice ang cube.,The cube is made of ice.,,1,🟢,https://example.com/audio/tagalog/cube.mp3,./tagalog_audio/cube.mp3
Cubo, Bucket, ku-bo, May tubig sa cubo., There is water in the bucket.,,1,🟢,https://example.com/audio/tagalog/cubo.mp3,./tagalog_audio/cubo.mp3
Cuchara, Spoon, ku-cha-ra, Huwag kalimutan ang cuchara., Don't forget the spoon.,,3,🟠,https://example.com/audio/tagalog/cuchara.mp3,./tagalog_audio/cuchara.mp3
Cuchillo, Knife, ku-chi-yo, Matulis ang cuchillo., The knife is sharp.,,3,🟠,https://example.com/audio/tagalog/cuchillo.mp3,./tagalog_audio/cuchillo.mp3
Cue,Cue,Kyoo,Hintayin mo ang cue.,Wait for the cue.,,1,🟢,https://example.com/audio/tagalog/cue.mp3,./tagalog_audio/cue.mp3
Cuerda, String, kwer-da, Hawakan mong mabuti ang cuerda., Hold the string tightly.,,3,🟠,https://example.com/audio/tagalog/cuerda.mp3,./tagalog_audio/cuerda.mp3
Culture,Culture,Kul-tyur,Maganda ang culture natin.,Our culture is beautiful.,,3,🟠,https://example.com/audio/tagalog/culture.mp3,./tagalog_audio/culture.mp3
Cuna, Cradle, ku-na, Nasa cuna ang sanggol., The baby is in the cradle.,,1,🟢,https://example.com/audio/tagalog/cuna.mp3,./tagalog_audio/cuna.mp3
Cup,Cup,Kap,Nasa mesa ang cup ko.,My cup is on the table.,,1,🟢,https://example.com/audio/tagalog/cup.mp3,./tagalog_audio/cup.mp3
Cure,Cure,Kyur,May cure ang sakit.,There's a cure for the disease.,,1,🟢,https://example.com/audio/tagalog/cure.mp3,./tagalog_audio/cure.mp3
Current,Current,Ku-rent,Ano ang current news?,What's the current news?,,3,🟠,https://example.com/audio/tagalog/current.mp3,./tagalog_audio/current.mp3
Curtain,Curtain,Kur-tin,Nasa bintana ang curtain.,The curtain is on the window.,,3,🟠,https://example.com/audio/tagalog/curtain.mp3,./tagalog_audio/curtain.mp3
Curve,Curve,Kurv,Curve ang daan.,The road is curved.,,3,🟠,https://example.com/audio/tagalog/curve.mp3,./tagalog_audio/curve.mp3
Custom,Custom,Kus-tom,Sundin mo ang custom.,Follow the custom.,,3,🟠,https://example.com/audio/tagalog/custom.mp3,./tagalog_audio/custom.mp3
Cut,Cut,Kat,Cut mo ang papel.,Cut the paper.,,1,🟢,https://example.com/audio/tagalog/cut.mp3,./tagalog_audio/cut.mp3
Cycle,Cycle,Say-kul,Nasa cycle ang buhay.,Life is a cycle.,,3,🟠,https://example.com/audio/tagalog/cycle.mp3,./tagalog_audio/cycle.mp3
Daan,Road,Dah-an,Malawak ang daan.,The road is wide.,1.0,1,🟢,https://example.com/audio/tagalog/daan.mp3,./tagalog_audio/daan.mp3
Daga, Rat, da-ga, May daga sa kusina., There is a rat in the kitchen.,,1,🟢,https://example.com/audio/tagalog/daga.mp3,./tagalog_audio/daga.mp3
Dagaang,Scorch,Dah-gah-ang,Nadagaang ang pagkain.,The food got scorched.,,3,🟠,https://example.com/audio/tagalog/dagaang.mp3,./tagalog_audio/dagaang.mp3
Dagat, Sea, da-gat, Malinaw ang tubig sa dagat., The water in the sea is clear.,,3,🟠,https://example.com/audio/tagalog/dagat.mp3,./tagalog_audio/dagat.mp3
Dagdag,Extra,Dag-dag,May dagdag na bayad.,There's an extra payment.,,3,🟠,https://example.com/audio/tagalog/dagdag.mp3,./tagalog_audio/dagdag.mp3
Dagdagan,Add,Dag-dah-gan,Dagdagan mo ang asin.,Add more salt.,,3,🟠,https://example.com/audio/tagalog/dagdagan.mp3,./tagalog_audio/dagdagan.mp3
Dagdagsundo,Fetch extra,Dag-dag-soon-doh,Dagdagsundo mo ang bata.,Fetch the child as an extra.,,3,🟠,https://example.com/audio/tagalog/dagdagsundo.mp3,./tagalog_audio/dagdagsundo.mp3
Dahak,Sneeze,Dah-hak,Nagdahak siya kanina.,He sneezed earlier.,,3,🟠,https://example.com/audio/tagalog/dahak.mp3,./tagalog_audio/dahak.mp3
Dahil, Because, da-hil, Umalis siya dahil sa ulan., He left because of the rain.,,3,🟠,https://example.com/audio/tagalog/dahil.mp3,./tagalog_audio/dahil.mp3
Dahilan,Reason,Dah-hee-lan,Ano ang dahilan mo?,What's your reason?,,3,🟠,https://example.com/audio/tagalog/dahilan.mp3,./tagalog_audio/dahilan.mp3
Dahon, Leaf, da-hon, Nalaglag ang dahon mula sa puno., The leaf fell from the tree.,,3,🟠,https://example.com/audio/tagalog/dahon.mp3,./tagalog_audio/dahon.mp3
Dahop,Poor,Dah-hop,Dahop ang pamilya niya.,His family is poor.,,3,🟠,https://example.com/audio/tagalog/dahop.mp3,./tagalog_audio/dahop.mp3
Dako,Side,Dah-koh,Nasa dako ito ng bundok.,It's on the side of the mountain.,,1,🟢,https://example.com/audio/tagalog/dako.mp3,./tagalog_audio/dako.mp3
Dako-dako,Somewhat big,Dah-koh-dah-koh,Dako-dako ang bahay.,The house is somewhat big.,,3,🟠,https://example.com/audio/tagalog/dako-dako.mp3,./tagalog_audio/dako-dako.mp3
Dala,Bring,Dah-lah,Dala mo ang payong.,Bring the umbrella.,,1,🟢,https://example.com/audio/tagalog/dala.mp3,./tagalog_audio/dala.mp3
Daladala,Carrying,Dah-lah-dah-lah,Daladala ko ang bag.,I'm carrying the bag.,,3,🟠,https://example.com/audio/tagalog/daladala.mp3,./tagalog_audio/daladala.mp3
Dalag,Snakehead fish,Dah-lag,Nasa ilog ang dalag.,The snakehead fish is in the river.,,3,🟠,https://example.com/audio/tagalog/dalag.mp3,./tagalog_audio/dalag.mp3
Dalaga, Young woman, da-la-ga, Maganda ang dalaga sa kasal., The young woman is beautiful at the wedding.,,3,🟠,https://example.com/audio/tagalog/dalaga.mp3,./tagalog_audio/dalaga.mp3
Dalagang-bukid,Mudfish,Dah-lah-gang-boo-kid,Gusto ko ng dalagang-bukid.,I like mudfish.,,3,🟠,https://example.com/audio/tagalog/dalagang-bukid.mp3,./tagalog_audio/dalagang-bukid.mp3
Dalampasigan, Shore, da-lam-pa-si-gan, Naglakad kami sa dalampasigan., We walked along the shore.,,3,🟠,https://example.com/audio/tagalog/dalampasigan.mp3,./tagalog_audio/dalampasigan.mp3
Dalangin,Prayer,Dah-lah-ngin,Dalangin ko ang kalusugan.,My prayer is for health.,,3,🟠,https://example.com/audio/tagalog/dalangin.mp3,./tagalog_audio/dalangin.mp3
Dalas,Frequency,Dah-las,Madalas siyang umabsent.,He's frequently absent.,,3,🟠,https://example.com/audio/tagalog/dalas.mp3,./tagalog_audio/dalas.mp3
Dalaw,Visit,Dah-lao,Dalaw ka sa bahay.,Visit the house.,,3,🟠,https://example.com/audio/tagalog/dalaw.mp3,./tagalog_audio/dalaw.mp3
Dalawa,Two,Dah-lah-wah,Dalawa ang anak ko.,I have two children.,1.0,3,🟠,https://example.com/audio/tagalog/dalawa.mp3,./tagalog_audio/dalawa.mp3
Dalawampu, Twenty, da-la-wam-pu,,,1.0,3,🟠,https://example.com/audio/tagalog/dalawampu.mp3,./tagalog_audio/dalawampu.mp3
Dalawang-daan,Two hundred,Dah-lah-wang-dah-an,Dalawang-daan ang bayad.,The payment is two hundred.,,3,🟠,https://example.com/audio/tagalog/dalawang-daan.mp3,./tagalog_audio/dalawang-daan.mp3
Dalhin,Carry,Dal-heen,Dalhin mo ang kahon.,Carry the box.,,3,🟠,https://example.com/audio/tagalog/dalhin.mp3,./tagalog_audio/dalhin.mp3
Dali, Quick, da-li, Magdali ka nang umalis., Hurry up and leave.,,1,🟢,https://example.com/audio/tagalog/dali.mp3,./tagalog_audio/dali.mp3
Daliri, Finger, da-li-ri, Nasugatan ang kanyang daliri., His finger got wounded.,,3,🟠,https://example.com/audio/tagalog/daliri.mp3,./tagalog_audio/daliri.mp3
Dalisay,Pure,Dah-lee-sai,Dalisay ang tubig.,The water is pure.,,3,🟠,https://example.com/audio/tagalog/dalisay.mp3,./tagalog_audio/dalisay.mp3
Dalisdis,Slide,Dah-lis-dis,Nadalisdis siya sa burol.,He slid down the hill.,,3,🟠,https://example.com/audio/tagalog/dalisdis.mp3,./tagalog_audio/dalisdis.mp3
Damdam,Feel,Dam-dam,Damdam mo ang init.,Feel the heat.,,3,🟠,https://example.com/audio/tagalog/damdam.mp3,./tagalog_audio/damdam.mp3
Damdamin, Feelings, dam-da-min, Itinatago niya ang kanyang damdamin., He hides his feelings.,,3,🟠,https://example.com/audio/tagalog/damdamin.mp3,./tagalog_audio/damdamin.mp3
Dami, Quantity, da-mi, Marami ang dami ng tao sa kalsada., There are a lot of people on the street.,,1,🟢,https://example.com/audio/tagalog/dami.mp3,./tagalog_audio/dami.mp3
Damit,Clothes,Dah-mit,Bago ang damit ko.,My clothes are new.,1.0,3,🟠,https://example.com/audio/tagalog/damit.mp3,./tagalog_audio/damit.mp3
Damo,Grass,Dah-mo,Marami ang damo sa bukid.,There's a lot of grass in the field.,,1,🟢,https://example.com/audio/tagalog/damo.mp3,./tagalog_audio/damo.mp3
Damo-damo,Grassy,Dah-mo-dah-mo,Damo-damo ang lugar.,The place is grassy.,,3,🟠,https://example.com/audio/tagalog/damo-damo.mp3,./tagalog_audio/damo-damo.mp3
Dampol,Pick,Dam-pol,Dampol mo ang bulaklak.,Pick the flower.,,3,🟠,https://example.com/audio/tagalog/dampol.mp3,./tagalog_audio/dampol.mp3
Dampot,Pick up,Dam-pot,Dampot mo ang papel.,Pick up the paper.,,3,🟠,https://example.com/audio/tagalog/dampot.mp3,./tagalog_audio/dampot.mp3
Danao,Lake,Dah-now,Malaki ang danao.,The lake is big.,,3,🟠,https://example.com/audio/tagalog/danao.mp3,./tagalog_audio/danao.mp3
Dangal,Honor,Dang-al,Panindigan mo ang dangal.,Stand up for your honor.,,3,🟠,https://example.com/audio/tagalog/dangal.mp3,./tagalog_audio/dangal.mp3
Dangkal,Span (hand),Dang-kal,Dangkal ang haba.,The length is a hand span.,,3,🟠,https://example.com/audio/tagalog/dangkal.mp3,./tagalog_audio/dangkal.mp3
Danlak,Fall,Dahn-lak,Nadanlak ang bola.,The ball fell.,,3,🟠,https://example.com/audio/tagalog/danlak.mp3,./tagalog_audio/danlak.mp3
Dansa,Dance,Dan-sah,Nagdansa kami kagabi.,We danced last night.,,3,🟠,https://example.com/audio/tagalog/dansa.mp3,./tagalog_audio/dansa.mp3
Dapa,Lie face down,Dah-pah,Dapa ka sa sahig.,Lie face down on the floor.,,1,🟢,https://example.com/audio/tagalog/dapa.mp3,./tagalog_audio/dapa.mp3
Dapat,Should,Dah-pat,Dapat matulog ka nang mahimbing.,You should sleep well.,,3,🟠,https://example.com/audio/tagalog/dapat.mp3,./tagalog_audio/dapat.mp3
Dapat-dapat,Deserving,Dah-pat-dah-pat,Dapat-dapat siya ng gantimpala.,He deserves a reward.,,3,🟠,https://example.com/audio/tagalog/dapat-dapat.mp3,./tagalog_audio/dapat-dapat.mp3
Daraanan,Path,Dah-rah-nah-an,Malayo ang daraanan.,The path is far.,,3,🟠,https://example.com/audio/tagalog/daraanan.mp3,./tagalog_audio/daraanan.mp3
Darami,Multiply,Dah-rah-mee,Darami ang tao sa party.,The people at the party will multiply.,,3,🟠,https://example.com/audio/tagalog/darami.mp3,./tagalog_audio/darami.mp3
Darating,Arrive,Dah-rah-ting,Darating siya mamaya.,He'll arrive later.,,3,🟠,https://example.com/audio/tagalog/darating.mp3,./tagalog_audio/darating.mp3
Dasal, Prayer, da-sal, Nagdasal siya bago matulog., He prayed before sleeping.,,3,🟠,https://example.com/audio/tagalog/dasal.mp3,./tagalog_audio/dasal.mp3
Dasal-dasal,Pray often,Dah-sal-dah-sal,Dasal-dasal siya tuwing gabi.,He prays often every night.,,3,🟠,https://example.com/audio/tagalog/dasal-dasal.mp3,./tagalog_audio/dasal-dasal.mp3
