Filippino Word,English Word,Pronunciation,Example Context,Example English,Difficulty Level,Icon,Real Audio,Part of Speech
Deretso,Straight,Deh-ret-soh,Deretso ang daan.,The road is straight.,3,🟠,./tagalog_audio/deretso.mp3,ADV
Desisyunan,Decision point,Deh-see-syoo-nan,Nasa desisyunan na kami.,We're at the decision point.,3,🟠,./tagalog_audio/desisyunan.mp3,NOUN
Desk,Desk,Desk,Nasa kwarto ang desk ko.,My desk is in the room.,1,🟢,./tagalog_audio/desk.mp3,NOUN
Dessert,Dessert,Deh-sert,Gusto ko ng dessert.,I want dessert.,3,🟠,./tagalog_audio/dessert.mp3,NOUN
Destinasyon,Destination,Des-tee-nah-syon,Ano ang destinasyon mo?,What's your destination?,3,🟠,./tagalog_audio/destinasyon.mp3,NOUN
Detalye,Detail,Deh-tal-yeh,Sabihin mo ang detalye.,Tell me the detail.,3,🟠,./tagalog_audio/detalye.mp3,NOUN
Detective,Detective,Deh-tek-tiv,Detective ang tito ko.,My uncle is a detective.,3,🟠,./tagalog_audio/detective.mp3,NOUN
Diamante,Diamond,Dee-yah-man-teh,Mahal ang diamante.,The diamond is expensive.,3,🟠,./tagalog_audio/diamante.mp3,PROPN
Diary,Diary,Dai-ya-ree,Nasa bag ang diary ko.,My diary is in my bag.,3,🟠,./tagalog_audio/diary.mp3,PROPN
Dibdib,Chest,Deeb-deeb,Masakit ang dibdib ko.,My chest hurts.,3,🟠,./tagalog_audio/dibdib.mp3,NOUN
Diborsyo,Divorce,Dee-bor-syoh,May diborsyo ang magulang ko.,My parents have a divorce.,3,🟠,./tagalog_audio/diborsyo.mp3,NOUN
Dibuho,Drawing (variant),Dee-boo-hoh,Gumawa siya ng dibuho.,He made a drawing.,3,🟠,./tagalog_audio/dibuho.mp3,VERB
Dice,Dice,Days,Roll mo ang dice.,Roll the dice.,1,🟢,./tagalog_audio/dice.mp3,NOUN
Didto,There (variant),Deed-toh,Nasa didto ang tindahan.,The store is over there.,3,🟠,./tagalog_audio/didto.mp3,PRON
Diesel,Diesel,Dee-sel,Gamit nila ang diesel.,They use diesel.,3,🟠,./tagalog_audio/diesel.mp3,NOUN
Diet,Diet,Dai-yet,Nasa diet ako ngayon.,I'm on a diet now.,1,🟢,./tagalog_audio/diet.mp3,NOUN
Diferente,Different,Dee-feh-ren-teh,Diferente ang kulay.,The color is different.,3,🟠,./tagalog_audio/diferente.mp3,ADJ
Digmaan,War,Deeg-mah-an,Matagal ang digmaan.,The war was long.,3,🟠,./tagalog_audio/digmaan.mp3,NOUN
Dignidad,Dignity,Deeg-nee-dad,Panatilihin mo ang dignidad.,Maintain your dignity.,3,🟠,./tagalog_audio/dignidad.mp3,NOUN
Dignos,Diagnose,Deeg-nos,Dignos ng doktor ang sakit.,The doctor diagnosed the disease.,3,🟠,./tagalog_audio/dignos.mp3,NOUN
Digo,Bathe (with water),Dee-goh,Digo mo ang aso.,Bathe the dog with water.,1,🟢,./tagalog_audio/digo.mp3,VERB
Dihins,Not really,Dee-hins,Dihins maganda ang ulan.,The rain isn't really nice.,3,🟠,./tagalog_audio/dihins.mp3,PART
Dikdikan,Pestle,Deek-dee-kan,Gamitin mo ang dikdikan.,Use the pestle.,3,🟠,./tagalog_audio/dikdikan.mp3,VERB
Dikit,Stick,Dee-kit,Dikit ang papel sa dingding.,The paper sticks to the wall.,3,🟠,./tagalog_audio/dikit.mp3,PROPN
Diklap, Spark, dik-lap, May diklap ng apoy sa kandila., There is a spark of fire in the candle.,3,🟠,./tagalog_audio/diklap.mp3,PROPN
Dikta,Dictate,Deek-tah,Dikta mo ang sagot.,Dictate the answer.,3,🟠,./tagalog_audio/dikta.mp3,VERB
Dikya, Jellyfish, dik-ya, Maraming dikya sa dagat., There are many jellyfish in the sea.,3,🟠,./tagalog_audio/dikya.mp3,VERB
Dila,Tongue,Dee-lah,Mahaba ang dila niya.,His tongue is long.,1,🟢,./tagalog_audio/dila.mp3,NOUN
Dilat,Open wide (eyes),Dee-lat,Dilat ang mata niya.,His eyes are wide open.,3,🟠,./tagalog_audio/dilat.mp3,ADJ
Dildil,Lick,Deel-deel,Dildil mo ang ice cream.,Lick the ice cream.,3,🟠,./tagalog_audio/dildil.mp3,PROPN
Dilim, Darkness, di-lim, Takot siya sa dilim., He is afraid of the dark.,3,🟠,./tagalog_audio/dilim.mp3,NOUN
Dingding,Wall,Ding-ding,Nasa dingding ang larawan.,The picture is on the wall.,3,🟠,./tagalog_audio/dingding.mp3,NOUN
Dinig, Hearing, di-nig, Mahina ang dinig niya., His hearing is weak.,3,🟠,./tagalog_audio/dinig.mp3,VERB
Dinosaur,Dinosaur,Dai-no-sor,Nasa museum ang dinosaur.,The dinosaur is in the museum.,3,🟠,./tagalog_audio/dinosaur.mp3,VERB
Dios,God,Dee-yos,Salamat sa Dios.,Thank God.,1,🟢,./tagalog_audio/dios.mp3,PROPN
Director,Director,Dee-rek-tor,Director ang tita ko.,My aunt is a director.,3,🟠,./tagalog_audio/director.mp3,PROPN
Direksyon,Direction,Dee-rek-syon,Saan ang direksyon natin?,Where's our direction?,3,🟠,./tagalog_audio/direksyon.mp3,NOUN
Direkta,Direct,Dee-rek-tah,Direkta ang sagot niya.,His answer is direct.,3,🟠,./tagalog_audio/direkta.mp3,ADJ
Diretso,Straight,di-ret-so,,,3,🟠,./tagalog_audio/diretso.mp3,ADV
Diri,Disgust,Dee-ree,Nakakadiri ang basura.,The trash is disgusting.,1,🟢,./tagalog_audio/diri.mp3,NOUN
Disco,Disco,Dis-koh,Nasa disco ang party.,The party is at the disco.,3,🟠,./tagalog_audio/disco.mp3,NOUN
Discount,Discount,Dis-kawnt,May discount ang tindahan.,The store has a discount.,3,🟠,./tagalog_audio/discount.mp3,NOUN
Disease,Disease,Di-zeez,May disease ang lolo ko.,My grandpa has a disease.,3,🟠,./tagalog_audio/disease.mp3,NOUN
Diskarte,Strategy,Dis-kar-teh,Matibay ang diskarte niya.,His strategy is strong.,3,🟠,./tagalog_audio/diskarte.mp3,NOUN
Disko,Disko (variant),Dis-koh,Nasa disko ang sayawan.,The dance is at the disco.,3,🟠,./tagalog_audio/disko.mp3,PROPN
Diskwento,Discount,dis-kwen-to,,,3,🟠,./tagalog_audio/diskwento.mp3,NOUN
Disorder,Disorder,Dis-or-der,May disorder ang bata.,The child has a disorder.,3,🟠,./tagalog_audio/disorder.mp3,NOUN
Distansya,Distance,Dis-tan-syah,Malayo ang distansya.,The distance is far.,3,🟠,./tagalog_audio/distansya.mp3,NOUN
Distrito,District,Dis-tree-toh,Nasa distrito ang opisina.,The office is in the district.,3,🟠,./tagalog_audio/distrito.mp3,NOUN
Dito,Here,Dee-toh,Nandito ako dito.,I'm here.,1,🟢,./tagalog_audio/dito.mp3,ADV
Dito-dito,Here and there,Dee-toh-dee-toh,Nasa dito-dito ang gamit.,The things are here and there.,3,🟠,./tagalog_audio/dito-dito.mp3,ADV
Diwa, Spirit, di-wa, Mahalaga ang diwa ng Pasko., The spirit of Christmas is important.,1,🟢,./tagalog_audio/diwa.mp3,PROPN
Diyan,There,dee-yan,Diyan kami naglalaro tuwing hapon.,We play there every afternoon.,3,🟠,./tagalog_audio/diyan.mp3,ADV
Diyaryo,Newspaper,Dee-yar-yoh,Nasa mesa ang diyaryo.,The newspaper is on the table.,3,🟠,./tagalog_audio/diyaryo.mp3,PROPN
Diyeta,Diet (variant),Dee-yeh-tah,Nasa diyeta si nanay.,Mom is on a diet.,3,🟠,./tagalog_audio/diyeta.mp3,NOUN
Diyos, God, di-yos, Nagpapasalamat siya sa Diyos., He is grateful to God.,3,🟠,./tagalog_audio/diyos.mp3,PROPN
Doble, Double, do-ble, Doble ang bayad sa overtime., The payment for overtime is double.,3,🟠,./tagalog_audio/doble.mp3,VERB
Doctor,Doctor,Dok-tor,Nasa ospital ang doctor.,The doctor is in the hospital.,3,🟠,./tagalog_audio/doctor.mp3,NOUN
Documento,Document,Dok-yu-men-toh,Nasa folder ang documento.,The document is in the folder.,3,🟠,./tagalog_audio/documento.mp3,NOUN
Dog,Dog,Dog,Nasa labas ang dog.,The dog is outside.,1,🟢,./tagalog_audio/dog.mp3,PROPN
Doktor,Doctor,dok-tor,,,3,🟠,./tagalog_audio/doktor.mp3,NOUN
Dolar,Dollar,Doh-lar,Bumili ako ng dolar.,I bought dollars.,3,🟠,./tagalog_audio/dolar.mp3,NOUN
Doll,Doll,Dol,Nasa kwarto ang doll.,The doll is in the room.,1,🟢,./tagalog_audio/doll.mp3,NOUN
Dolphin,Dolphin,Dol-fin,Nasa dagat ang dolphin.,The dolphin is in the sea.,3,🟠,./tagalog_audio/dolphin.mp3,ADV
Domino,Domino,Do-mee-noh,Naglaro kami ng domino.,We played dominoes.,3,🟠,./tagalog_audio/domino.mp3,NOUN
Doon,There,Doh-on,Nandoon ang libro.,The book is there.,1,🟢,./tagalog_audio/doon.mp3,ADV
Dopa,Guess,Doh-pah,Dopa mo ang sagot.,Guess the answer.,1,🟢,./tagalog_audio/dopa.mp3,VERB
Dormitory,Dormitory,Dor-mi-toh-ree,Nasa dormitory ang ate ko.,My sister is in the dormitory.,3,🟠,./tagalog_audio/dormitory.mp3,NOUN
Dose,Twelve,Doh-seh,Dose ang anak niya.,He has twelve children.,1,🟢,./tagalog_audio/dose.mp3,NUM
Dosen,Dozen,Doh-sen,Bumili ako ng dosen itlog.,I bought a dozen eggs.,3,🟠,./tagalog_audio/dosen.mp3,PROPN
Dote,Dowry,Doh-teh,May dote ang kasal.,The wedding has a dowry.,1,🟢,./tagalog_audio/dote.mp3,NOUN
Drama,Drama,Drah-mah,Nasa TV ang drama.,The drama is on TV.,3,🟠,./tagalog_audio/drama.mp3,NOUN
Drawing,Drawing,Dro-wing,Gumawa ako ng drawing.,I made a drawing.,3,🟠,./tagalog_audio/drawing.mp3,VERB
Dress,Dress,Dres,Suot ko ang dress.,I'm wearing a dress.,3,🟠,./tagalog_audio/dress.mp3,NOUN
Drink,Drink,Drink,Uminom ako ng drink.,I drank a drink.,3,🟠,./tagalog_audio/drink.mp3,VERB
Drive,Drive,Drayv,Drive mo ang kotse.,Drive the car.,3,🟠,./tagalog_audio/drive.mp3,VERB
Driver,Driver,Dray-ver,Driver ang tatay ko.,My dad is a driver.,3,🟠,./tagalog_audio/driver.mp3,NOUN
Drop,Drop,Drop,Drop mo ang bola.,Drop the ball.,1,🟢,./tagalog_audio/drop.mp3,VERB
Drug,Drug,Drag,Huwag kang mag-drug.,Don't take drugs.,1,🟢,./tagalog_audio/drug.mp3,NOUN
Drum,Drum,Dram,Nasa banda ang drum.,The drum is in the band.,1,🟢,./tagalog_audio/drum.mp3,VERB
Dry,Dry,Dray,Dry ang damit ko.,My clothes are dry.,1,🟢,./tagalog_audio/dry.mp3,PROPN
Dub,Dub,Dab,Dub mo ang video.,Dub the video.,1,🟢,./tagalog_audio/dub.mp3,VERB
Dugo, Blood, du-go, Mabilis dumaloy ang dugo., The blood flows fast.,1,🟢,./tagalog_audio/dugo.mp3,NOUN
Dugong,Dugong (sea cow),Doo-gong,Nasa dagat ang dugong.,The dugong is in the sea.,3,🟠,./tagalog_audio/dugong.mp3,PROPN
Dukha, Poor, duk-ha, Tumulong siya sa mga dukha., He helped the poor.,3,🟠,./tagalog_audio/dukha.mp3,PROPN
Dukot, Pocketing, du-kot, Dukutin mo ang pera sa bulsa., Take the money out of your pocket.,3,🟠,./tagalog_audio/dukot.mp3,VERB
Duktor,Doctor (variant),Dook-tor,Nasa klinik ang duktor.,The doctor is in the clinic.,3,🟠,./tagalog_audio/duktor.mp3,NOUN
Dula,Play (theater),Doo-lah,Nasa dula ang kapatid ko.,My sibling is in the play.,1,🟢,./tagalog_audio/dula.mp3,VERB
Dulang,Table (old term),Doo-lang,Nasa dulang ang pagkain.,The food is on the table.,3,🟠,./tagalog_audio/dulang.mp3,NOUN
Dulas,Slippery,Doo-las,Dulas ang sahig.,The floor is slippery.,3,🟠,./tagalog_audio/dulas.mp3,NOUN
Dulo, End, du-lo, Nasa dulo ng daan ang bahay niya., His house is at the end of the road.,1,🟢,./tagalog_audio/dulo.mp3,NOUN
Dulya,Push,Dool-yah,Dulya mo ang pinto.,Push the door.,3,🟠,./tagalog_audio/dulya.mp3,VERB
Dumating, Arrived, du-ma-ting, Dumating siya sa tamang oras., He arrived on time.,3,🟠,./tagalog_audio/dumating.mp3,VERB
Dumi, Dirt, du-mi, Marumi ang sahig., The floor is dirty.,1,🟢,./tagalog_audio/dumi.mp3,PROPN
Dumihan,Dirty,Doo-mee-han,Dumihan ang kamay ko.,My hands got dirty.,3,🟠,./tagalog_audio/dumihan.mp3,ADJ
Dumikit,Stick (verb),Doo-mee-kit,Dumikit ang sticker sa libro.,The sticker stuck to the book.,3,🟠,./tagalog_audio/dumikit.mp3,PROPN
Dumilim,Darken,Doo-mee-lim,Dumilim ang langit.,The sky darkened.,3,🟠,./tagalog_audio/dumilim.mp3,ADJ
Dunong,Knowledge,Doo-nong,Marami ang dunong niya.,He has a lot of knowledge.,3,🟠,./tagalog_audio/dunong.mp3,NOUN
Dupang,Ragged,Doo-pang,Dupang ang damit niya.,His clothes are ragged.,3,🟠,./tagalog_audio/dupang.mp3,ADJ
Dura,Spit,Doo-rah,Huwag kang magdura dito.,Don't spit here.,1,🟢,./tagalog_audio/dura.mp3,PROPN
Duro,Poke,Doo-roh,Duro mo ang lobo.,Poke the balloon.,1,🟢,./tagalog_audio/duro.mp3,NOUN
Duruan,Spittoon,Doo-roo-an,Nasa sulok ang duruan.,The spittoon is in the corner.,3,🟠,./tagalog_audio/duruan.mp3,NOUN
Dusa,Suffering,Doo-sah,Matagal ang dusa niya.,His suffering was long.,1,🟢,./tagalog_audio/dusa.mp3,VERB
Duyan, Hammock, du-yan, Humiga siya sa duyan., He lay in the hammock.,3,🟠,./tagalog_audio/duyan.mp3,PROPN
Dyaryo,Newspaper (variant),Dyar-yoh,Basahin mo ang dyaryo.,Read the newspaper.,3,🟠,./tagalog_audio/dyaryo.mp3,PROPN
Dyip,Jeep,Dyeep,Sumakay ako sa dyip.,I rode the jeep.,1,🟢,./tagalog_audio/dyip.mp3,NOUN
Dyosa,Goddess,Dyoh-sah,Maganda ang dyosa sa kwento.,The goddess in the story is beautiful.,3,🟠,./tagalog_audio/dyosa.mp3,NOUN
Eba,Eve,Eh-bah,Si Eba ang unang babae.,Eve was the first woman.,1,🟢,./tagalog_audio/eba.mp3,PROPN
Ebanghelyo,Gospel,Eh-bang-hel-yoh,Basahin mo ang ebanghelyo.,Read the gospel.,3,🟠,./tagalog_audio/ebanghelyo.mp3,PROPN
Ebidensiyang,Evidential,Eh-bee-den-see-yang,Ebidensiyang ang dokumento.,The document is evidential.,3,🟠,./tagalog_audio/ebidensiyang.mp3,ADJ
Ebidensya,Evidence,Eh-bee-den-syah,Nasa korte ang ebidensya.,The evidence is in court.,3,🟠,./tagalog_audio/ebidensya.mp3,NOUN
Edad,Age,Eh-dad,Ilang taon ang edad mo?,How old are you?,1,🟢,./tagalog_audio/edad.mp3,PROPN
Edisyon,Edition,Eh-dis-yon,Bago ang edisyon ng libro.,The book's edition is new.,3,🟠,./tagalog_audio/edisyon.mp3,PROPN
Editor,Editor,Eh-di-tor,Editor ang tita ko.,My aunt is an editor.,3,🟠,./tagalog_audio/editor.mp3,NOUN
Edukado,Educated,Eh-doo-kah-doh,Edukado ang guro.,The teacher is educated.,3,🟠,./tagalog_audio/edukado.mp3,VERB
Edukadora,Educator (female),Eh-doo-kah-doh-rah,Edukadora ang nanay ko.,My mom is an educator.,3,🟠,./tagalog_audio/edukadora.mp3,NOUN
Edukasyon, Education, e-du-ka-syon, Mahalaga ang edukasyon sa buhay., Education is important in life.,3,🟠,./tagalog_audio/edukasyon.mp3,PROPN
Edukasyunal,Educational,Eh-doo-kah-syoo-nal,Edukasyunal ang palabas.,The show is educational.,3,🟠,./tagalog_audio/edukasyunal.mp3,NOUN
Ehekutibo,Executive,Eh-heh-koo-tee-boh,Ehekutibo ang tatay ko.,My dad is an executive.,3,🟠,./tagalog_audio/ehekutibo.mp3,PROPN
Ehersisyo,Exercise,Eh-her-sis-yoh,Nag-ehersisyo ako tuwing umaga.,I exercise every morning.,3,🟠,./tagalog_audio/ehersisyo.mp3,VERB
Ekonomiya, Economy, e-ko-no-mi-ya, Lumago ang ekonomiya ng bansa., The country's economy grew.,3,🟠,./tagalog_audio/ekonomiya.mp3,NOUN
Eksakto,Exact,Ek-sak-toh,Eksakto ang oras niya.,His time is exact.,3,🟠,./tagalog_audio/eksakto.mp3,ADJ
Eksaktong, Exact, eks-ak-tong, Eksaktong alas-diyes siya dumating., He arrived exactly at ten o'clock.,3,🟠,./tagalog_audio/eksaktong.mp3,VERB
Eksam,Exam,Ek-sam,Nasa eskwela ang eksam.,The exam is at school.,3,🟠,./tagalog_audio/eksam.mp3,NOUN
Eksaminasyon,Examination,Ek-sah-mee-nah-syon,Nasa eksaminasyon ang klase.,The class is in examination.,3,🟠,./tagalog_audio/eksaminasyon.mp3,NOUN
Eksena,Scene,Ek-seh-nah,Maganda ang eksena sa pelikula.,The scene in the movie is beautiful.,3,🟠,./tagalog_audio/eksena.mp3,NOUN
Eksibisyon, Exhibition, eks-i-bi-syon, May eksibisyon ng sining sa museo., There is an art exhibition in the museum.,3,🟠,./tagalog_audio/eksibisyon.mp3,NOUN
Eksibit,Exhibit,Ek-see-bit,Nasa eksibit ang pintura.,The painting is in the exhibit.,3,🟠,./tagalog_audio/eksibit.mp3,NOUN
Eksklusibo, Exclusive, eks-klu-si-bo, Eksklusibo ang panayam sa kanya., The interview with him is exclusive.,3,🟠,./tagalog_audio/eksklusibo.mp3,PROPN
Eksorsismo,Exorcism,Ek-sor-sis-mo,Nabalitaan ko ang eksorsismo.,I heard about the exorcism.,3,🟠,./tagalog_audio/eksorsismo.mp3,NOUN
Eksotik,Exotic,Ek-so-tik,Eksotik ang hayop na ito.,This animal is exotic.,3,🟠,./tagalog_audio/eksotik.mp3,ADJ
Ekspedisyon, Expedition, eks-pe-di-syon, May bagong ekspedisyon sa bundok., There is a new expedition in the mountains.,3,🟠,./tagalog_audio/ekspedisyon.mp3,PROPN
Eksperiensya,Experience,Ek-sper-yen-syah,Marami akong eksperiensya.,I have a lot of experience.,3,🟠,./tagalog_audio/eksperiensya.mp3,NOUN
Eksperimento,Experiment,Ek-sper-ee-men-toh,Gumawa kami ng eksperimento.,We did an experiment.,3,🟠,./tagalog_audio/eksperimento.mp3,NOUN
Eksperto, Expert, eks-per-to, Eksperto siya sa larong ito., He is an expert in this game.,3,🟠,./tagalog_audio/eksperto.mp3,PROPN
Eksplorasyon, Exploration, eks-plo-ra-syon, Nagsagawa sila ng eksplorasyon sa dagat., They conducted an exploration in the sea.,3,🟠,./tagalog_audio/eksplorasyon.mp3,PROPN
Ekspo,Expo,Ek-spoh,Nasa ekspo ang produkto.,The product is at the expo.,3,🟠,./tagalog_audio/ekspo.mp3,NOUN
Eksport,Export,Ek-sport,Nag-eksport sila ng bigas.,They exported rice.,3,🟠,./tagalog_audio/eksport.mp3,NOUN
Eksportasyon,Exportation,Ek-spor-tah-syon,Nag-eksportasyon sila ng prutas.,They exported fruits.,3,🟠,./tagalog_audio/eksportasyon.mp3,NOUN
Ekspresyon, Expression, eks-pres-yon, Ang kanyang ekspresyon ay masaya., His expression is happy.,3,🟠,./tagalog_audio/ekspresyon.mp3,PROPN
Ekstendsyon,Extension,Ek-sten-syon,May ekstendsyon ang proyekto.,The project has an extension.,3,🟠,./tagalog_audio/ekstendsyon.mp3,NOUN
Eksterno,External,Ek-ster-noh,Eksterno ang problema.,The problem is external.,3,🟠,./tagalog_audio/eksterno.mp3,ADJ
Ekstra,Extra,Ek-strah,May ekstra akong pera.,I have extra money.,3,🟠,./tagalog_audio/ekstra.mp3,ADJ
Ekstrang,Spare,Ek-strang,Ekstrang ang gulong.,The tire is spare.,3,🟠,./tagalog_audio/ekstrang.mp3,NOUN
Ekwador,Equator,Ek-wah-dor,Malayo ang Ekwador.,The equator is far.,3,🟠,./tagalog_audio/ekwador.mp3,NOUN
Elastik,Elastic,Eh-las-tik,Elastik ang damit.,The clothes are elastic.,3,🟠,./tagalog_audio/elastik.mp3,ADJ
Elbow,Elbow,El-bow,Masakit ang elbow ko.,My elbow hurts.,3,🟠,./tagalog_audio/elbow.mp3,NOUN
Eleksiyon,Election,Eh-lek-syon,Nasa eleksiyon ang boto.,The vote is in the election.,3,🟠,./tagalog_audio/eleksiyon.mp3,NOUN
Elektrik,Electric,Eh-lek-treek,Elektrik ang ilaw.,The light is electric.,3,🟠,./tagalog_audio/elektrik.mp3,NOUN
Elektripikasyon,Electrification,Eh-lek-tree-pee-kah-syon,Nasa plano ang elektripikasyon.,Electrification is in the plan.,3,🟠,./tagalog_audio/elektripikasyon.mp3,NOUN
Elektrisidad,Electricity,Eh-lek-tree-see-dad,Walang elektrisidad ngayon.,There's no electricity now.,3,🟠,./tagalog_audio/elektrisidad.mp3,NOUN
Elektrisyan,Electrician,Eh-lek-tree-syan,Elektrisyan ang kapatid ko.,My sibling is an electrician.,3,🟠,./tagalog_audio/elektrisyan.mp3,NOUN
Elektron,Electron,Eh-lek-tron,Aralin mo ang elektron.,Study the electron.,3,🟠,./tagalog_audio/elektron.mp3,NOUN
Elektronik,Electronic,Eh-lek-tro-nik,Elektronik ang laruan.,The toy is electronic.,3,🟠,./tagalog_audio/elektronik.mp3,ADJ
Elektroniks,Electronics,Eh-lek-tro-niks,Nasa tindahan ang elektroniks.,The electronics are in the store.,3,🟠,./tagalog_audio/elektroniks.mp3,NOUN
Elementarya,Elementary,Eh-leh-men-tar-yah,Nasa elementarya ang bata.,The child is in elementary school.,3,🟠,./tagalog_audio/elementarya.mp3,PROPN
Elemento, Element, e-le-men-to, Mahalaga ang tubig bilang elemento., Water is an important element.,3,🟠,./tagalog_audio/elemento.mp3,NOUN
Elevator,Elevator,Eh-leh-vey-tor,Nasa elevator kami.,We're in the elevator.,3,🟠,./tagalog_audio/elevator.mp3,NOUN
Elisi,Scissors (variant),Eh-lee-see,Gamitin mo ang elisi.,Use the scissors.,3,🟠,./tagalog_audio/elisi.mp3,NOUN
Email,Email,Ee-meyl,Padalhan mo ako ng email.,Send me an email.,3,🟠,./tagalog_audio/email.mp3,NOUN
Embahada, Embassy, em-ba-ha-da, Pumunta siya sa embahada ng Pilipinas., He went to the Philippine embassy.,3,🟠,./tagalog_audio/embahada.mp3,PROPN
Embalsamador,Embalmer,em-bal-sa-ma-dor,Ang embalsamador ang nag-aasikaso ng katawan bago ilibing.,The embalmer prepares the body before burial.,3,🟠,./tagalog_audio/embalsamador.mp3,PROPN
Embassy,Embassy,Em-bah-see,Nasa embassy ang pasaporte.,The passport is at the embassy.,3,🟠,./tagalog_audio/embassy.mp3,NOUN
Emerald,Emerald,Eh-meh-rald,Verde ang emerald.,The emerald is green.,3,🟠,./tagalog_audio/emerald.mp3,PROPN
Emerhensiya,Emergency,Eh-mer-hen-see-yah,May emerhensiya sa bahay.,There's an emergency at home.,3,🟠,./tagalog_audio/emerhensiya.mp3,NOUN
Emerhensiyang,Emergency (adj),Eh-mer-hen-see-yang,Emerhensiyang ang tawag.,The call is emergency.,3,🟠,./tagalog_audio/emerhensiyang.mp3,NOUN
Emosyon,Emotion,Eh-mo-syon,Maraming emosyon ang pelikula.,The movie has a lot of emotion.,3,🟠,./tagalog_audio/emosyon.mp3,PROPN
Empake,Packing,Em-pah-keh,Nag-empake ako ng damit.,I packed clothes.,3,🟠,./tagalog_audio/empake.mp3,VERB
Emperador,Emperor,Em-peh-rah-dor,Emperador ang pinuno noon.,The leader then was an emperor.,3,🟠,./tagalog_audio/emperador.mp3,NOUN
Empirikal,Empirical,Em-pee-ree-kal,Empirikal ang datos.,The data is empirical.,3,🟠,./tagalog_audio/empirikal.mp3,ADJ
Empleyado, Employee, em-ple-ya-do, Masipag ang empleyado sa opisina., The employee is hardworking in the office.,3,🟠,./tagalog_audio/empleyado.mp3,NOUN
Empleyo,Employment,Em-pleh-yoh,Nasa empleyo si tatay.,Dad is in employment.,3,🟠,./tagalog_audio/empleyo.mp3,NOUN
Enabes,Envy,Eh-nah-bes,Huwag kang mag-enabes.,Don't be envious.,3,🟠,./tagalog_audio/enabes.mp3,PROPN
Encyclopedia,Encyclopedia,En-sai-klo-pee-dee-yah,Nasa library ang encyclopedia.,The encyclopedia is in the library.,3,🟠,./tagalog_audio/encyclopedia.mp3,NOUN
Endorsement,Endorsement,En-dors-ment,May endorsement ang produkto.,The product has an endorsement.,3,🟠,./tagalog_audio/endorsement.mp3,PROPN
Enemy,Enemy,Eh-neh-mee,Sino ang enemy mo?,Who's your enemy?,3,🟠,./tagalog_audio/enemy.mp3,PROPN
Enerhiya, Energy, e-ner-hi-ya, Kailangan natin ng sapat na enerhiya., We need enough energy.,3,🟠,./tagalog_audio/enerhiya.mp3,PROPN
Engganyo,Entice,Eng-gan-yoh,Engganyo mo ang bata.,Entice the child.,3,🟠,./tagalog_audio/engganyo.mp3,NOUN
Enggrandeng,Grand,Eng-gran-deng,Enggrandeng ang bahay.,The house is grand.,3,🟠,./tagalog_audio/enggrandeng.mp3,PROPN
Engine,Engine,En-jin,Nasa kotse ang engine.,The engine is in the car.,3,🟠,./tagalog_audio/engine.mp3,NOUN
Engineer,Engineer,En-ji-neer,Engineer ang tito ko.,My uncle is an engineer.,3,🟠,./tagalog_audio/engineer.mp3,NOUN
Engkanto,Enchanted being,Eng-kan-toh,Nasa gubat ang engkanto.,The enchanted being is in the forest.,3,🟠,./tagalog_audio/engkanto.mp3,VERB
Englis,English,Eng-lis,Nagsalita siya ng Englis.,He spoke English.,3,🟠,./tagalog_audio/englis.mp3,ADJ
